Week,None,D0-D4,D1-D4,D2-D4,D3-D4,D4
2001-03-13,0,47,16,4,0,0
2001-03-06,0,47,16,4,0,0
2001-02-27,0,44,14,4,0,0
2001-02-20,0,44,14,4,0,0
2001-02-13,0,44,14,4,0,0
2001-02-06,0,44,14,4,0,0
2001-01-30,0,44,11,4,0,0
2001-01-23,0,47,25,3,0,0
2001-01-16,0,69,25,1,0,0
2001-01-09,0,69,25,1,0,0
2001-01-02,0,69,25,1,0,0
2000-12-26,0,69,25,1,0,0
2000-12-19,0,79,35,1,0,0
2000-12-12,0,79,35,1,0,0
2000-12-05,0,79,35,1,0,0
2000-11-28,0,78,35,1,0,0
2000-11-21,0,79,35,1,0,0
2000-11-14,0,85,57,3,0,0
2000-11-07,0,85,57,2,0,0
2000-10-31,0,100,99,72,42,0
2000-10-24,0,100,100,75,59,0
2000-10-17,0,100,100,86,70,0
2000-10-10,0,100,100,82,64,0
2000-10-03,0,100,100,96,4,0
2000-09-26,0,100,100,96,4,0
2000-09-19,0,100,100,98,5,0
2000-09-12,0,100,100,97,7,0
2000-09-05,0,100,100,43,7,0
2000-08-29,0,100,45,19,2,0
2000-08-22,0,44,23,15,0,0
2000-08-15,0,52,24,12,0,0
2000-08-08,0,52,22,10,0,0
2000-08-01,0,52,22,8,0,0
2000-07-25,0,52,20,6,0,0
2000-07-18,0,52,19,0,0,0
2000-07-11,0,79,6,0,0,0
2000-07-04,0,72,6,0,0,0
2000-06-27,0,62,16,1,0,0
2000-06-20,0,45,15,5,3,0
2000-06-13,0,45,15,5,3,0
2000-06-06,0,32,15,5,3,0
2000-05-30,0,78,41,19,6,0
2000-05-23,0,71,22,10,3,0
2000-05-16,0,59,35,10,2,0
2000-05-09,0,59,35,10,2,0
2000-05-02,0,59,36,10,2,0
2000-04-25,0,61,36,13,2,0
2000-04-18,0,61,36,13,0,0
2000-04-11,0,61,37,16,0,0
2000-04-04,0,90,36,16,0,0
2000-03-28,0,100,58,14,0,0
2000-03-21,0,100,99,59,0,0
2000-03-14,0,100,100,46,0,0
2000-03-07,0,100,100,46,0,0
2000-02-29,0,100,99,46,0,0
2000-02-22,0,100,85,21,0,0
2000-02-15,0,100,85,20,0,0
2000-02-08,0,100,51,20,0,0
2000-02-01,0,100,51,20,0,0
2000-01-25,0,100,48,19,0,0
2000-01-18,0,100,48,19,0,0
2000-01-11,0,100,48,19,0,0
2000-01-04,0,99,48,19,0,0
