table_number,table_name,month,period,period_name,geography,Type,category,value,units
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2003,marketing year,US,National,extra_long_staple_yield,1170,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2004,marketing year,AZ,State,extra_long_Staple_yield,896,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2004,marketing year,CA,State,extra_long_Staple_yield,1532,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2004,marketing year,NM,State,extra_long_Staple_yield,869,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2004,marketing year,TX,State,extra_long_Staple_yield,890,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2004,marketing year,MS,State,extra_long_Staple_yield,0,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2004,marketing year,US,National,extra_long_staple_yield,1443,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2005,marketing year,AZ,State,extra_long_Staple_yield,820,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2005,marketing year,CA,State,extra_long_Staple_yield,1170,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2005,marketing year,NM,State,extra_long_Staple_yield,918,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2005,marketing year,TX,State,extra_long_Staple_yield,870,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2005,marketing year,MS,State,extra_long_Staple_yield,0,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2005,marketing year,US,National,extra_long_staple_yield,1127,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2006,marketing year,AZ,State,extra_long_Staple_yield,919,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2006,marketing year,CA,State,extra_long_Staple_yield,1204,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2006,marketing year,NM,State,extra_long_Staple_yield,768,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2006,marketing year,TX,State,extra_long_Staple_yield,720,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2006,marketing year,MS,State,extra_long_Staple_yield,0,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2006,marketing year,US,National,extra_long_staple_yield,1136,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2007,marketing year,AZ,State,extra_long_Staple_yield,883,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2007,marketing year,CA,State,extra_long_Staple_yield,1481,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2007,marketing year,NM,State,extra_long_Staple_yield,856,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2007,marketing year,TX,State,extra_long_Staple_yield,920,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2007,marketing year,MS,State,extra_long_Staple_yield,0,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2007,marketing year,US,National,extra_long_staple_yield,1419,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2008,marketing year,AZ,State,extra_long_Staple_yield,480,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2008,marketing year,CA,State,extra_long_Staple_yield,1281,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2008,marketing year,NM,State,extra_long_Staple_yield,783,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2008,marketing year,TX,State,extra_long_Staple_yield,768,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2008,marketing year,MS,State,extra_long_Staple_yield,0,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2008,marketing year,US,National,extra_long_staple_yield,1226,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2009,marketing year,AZ,State,extra_long_Staple_yield,1170,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2009,marketing year,CA,State,extra_long_Staple_yield,1494,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2009,marketing year,NM,State,extra_long_Staple_yield,686,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2009,marketing year,TX,State,extra_long_Staple_yield,849,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2009,marketing year,MS,State,extra_long_Staple_yield,0,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2009,marketing year,US,National,extra_long_staple_yield,1391,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2010,marketing year,AZ,State,extra_long_Staple_yield,845,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2010,marketing year,CA,State,extra_long_Staple_yield,1237,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2010,marketing year,NM,State,extra_long_Staple_yield,782,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2010,marketing year,TX,State,extra_long_Staple_yield,902,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2010,marketing year,MS,State,extra_long_Staple_yield,0,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2010,marketing year,US,National,extra_long_staple_yield,1199,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2011,marketing year,AZ,State,extra_long_Staple_yield,960,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2011,marketing year,CA,State,extra_long_Staple_yield,1380,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2011,marketing year,NM,State,extra_long_Staple_yield,875,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2011,marketing year,TX,State,extra_long_Staple_yield,1038,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2011,marketing year,MS,State,extra_long_Staple_yield,0,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2011,marketing year,US,National,extra_long_staple_yield,1340,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2012,marketing year,AZ,State,extra_long_Staple_yield,1168,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2012,marketing year,CA,State,extra_long_Staple_yield,1614,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2012,marketing year,NM,State,extra_long_Staple_yield,1043,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2012,marketing year,TX,State,extra_long_Staple_yield,928,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2012,marketing year,MS,State,extra_long_Staple_yield,0,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2012,marketing year,US,National,extra_long_staple_yield,1581,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2013,marketing year,AZ,State,extra_long_Staple_yield,1024,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2013,marketing year,CA,State,extra_long_Staple_yield,1574,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2013,marketing year,NM,State,extra_long_Staple_yield,847,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2013,marketing year,TX,State,extra_long_Staple_yield,847,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2013,marketing year,MS,State,extra_long_Staple_yield,0,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2013,marketing year,US,National,extra_long_staple_yield,1527,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2014,marketing year,AZ,State,extra_long_Staple_yield,993,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2014,marketing year,CA,State,extra_long_Staple_yield,1558,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2014,marketing year,NM,State,extra_long_Staple_yield,761,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2014,marketing year,TX,State,extra_long_Staple_yield,840,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2014,marketing year,MS,State,extra_long_Staple_yield,0,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2014,marketing year,US,National,extra_long_staple_yield,1432,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2015,marketing year,AZ,State,extra_long_Staple_yield,875,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2015,marketing year,CA,State,extra_long_Staple_yield,1494,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2015,marketing year,NM,State,extra_long_Staple_yield,904,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2015,marketing year,TX,State,extra_long_Staple_yield,896,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2015,marketing year,MS,State,extra_long_Staple_yield,0,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2015,marketing year,US,National,extra_long_staple_yield,1342,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2016,marketing year,AZ,State,extra_long_Staple_yield,851,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2016,marketing year,CA,State,extra_long_Staple_yield,1565,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2016,marketing year,NM,State,extra_long_Staple_yield,886,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2016,marketing year,TX,State,extra_long_Staple_yield,1056,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2016,marketing year,MS,State,extra_long_Staple_yield,0,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2016,marketing year,US,National,extra_long_staple_yield,1454,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2017,marketing year,AZ,State,extra_long_Staple_yield,966,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2017,marketing year,CA,State,extra_long_Staple_yield,1407,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2017,marketing year,NM,State,extra_long_Staple_yield,863,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2017,marketing year,TX,State,extra_long_Staple_yield,960,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2017,marketing year,MS,State,extra_long_Staple_yield,0,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2017,marketing year,US,National,extra_long_staple_yield,1341,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2018,marketing year,AZ,State,extra_long_Staple_yield,943,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2018,marketing year,CA,State,extra_long_Staple_yield,1662,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2018,marketing year,NM,State,extra_long_Staple_yield,812,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2018,marketing year,TX,State,extra_long_Staple_yield,933,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2018,marketing year,MS,State,extra_long_Staple_yield,0,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2018,marketing year,US,National,extra_long_staple_yield,1545,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2019,marketing year,AZ,State,extra_long_Staple_yield,800,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2019,marketing year,CA,State,extra_long_Staple_yield,1545,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2019,marketing year,NM,State,extra_long_Staple_yield,882,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2019,marketing year,TX,State,extra_long_Staple_yield,816,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2019,marketing year,MS,State,extra_long_Staple_yield,0,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2019,marketing year,US,National,extra_long_staple_yield,1473,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2020,marketing year,AZ,State,extra_long_Staple_yield,1034,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2020,marketing year,CA,State,extra_long_Staple_yield,1562,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2020,marketing year,NM,State,extra_long_Staple_yield,663,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2020,marketing year,TX,State,extra_long_Staple_yield,666,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2020,marketing year,MS,State,extra_long_Staple_yield,0,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2020,marketing year,US,National,extra_long_staple_yield,1352,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2021,marketing year,AZ,State,extra_long_Staple_yield,982,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2021,marketing year,CA,State,extra_long_Staple_yield,1501,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2021,marketing year,NM,State,extra_long_Staple_yield,645,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2021,marketing year,TX,State,extra_long_Staple_yield,780,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2021,marketing year,MS,State,extra_long_Staple_yield,0,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2021,marketing year,US,National,extra_long_staple_yield,1288,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2022,marketing year,AZ,State,extra_long_Staple_yield,933,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2022,marketing year,CA,State,extra_long_Staple_yield,1558,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2022,marketing year,NM,State,extra_long_Staple_yield,719,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2022,marketing year,TX,State,extra_long_Staple_yield,728,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2022,marketing year,MS,State,extra_long_Staple_yield,0,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2022,marketing year,US,National,extra_long_staple_yield,1281,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2023,marketing year,AZ,State,extra_long_Staple_yield,906,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2023,marketing year,CA,State,extra_long_Staple_yield,1346,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2023,marketing year,NM,State,extra_long_Staple_yield,800,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2023,marketing year,TX,State,extra_long_Staple_yield,584,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2023,marketing year,MS,State,extra_long_Staple_yield,0,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2023,marketing year,US,National,extra_long_staple_yield,1102,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2024,marketing year,AZ,State,extra_long_Staple_yield,1029,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2024,marketing year,CA,State,extra_long_Staple_yield,1237,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2024,marketing year,NM,State,extra_long_Staple_yield,794,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2024,marketing year,TX,State,extra_long_Staple_yield,816,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2024,marketing year,MS,State,extra_long_Staple_yield,0,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2024,marketing year,US,National,extra_long_staple_yield,1128,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2025,marketing year,AZ,State,extra_long_Staple_yield,1053,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2025,marketing year,CA,State,extra_long_Staple_yield,1582,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2025,marketing year,NM,State,extra_long_Staple_yield,529,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2025,marketing year,TX,State,extra_long_Staple_yield,720,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2025,marketing year,MS,State,extra_long_Staple_yield,0,Pounds/acre
9,"Extra Long Staple cotton: production and yield by State, 1970/71–2025/26",annual,2025,marketing year,US,National,extra_long_staple_yield,1303,Pounds/acre
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",8,2021,marketing year,,Supply,beginning_stocks_at_mills,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",8,2021,marketing year,,Supply,beginning_stocks_in_public_storage,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",8,2021,marketing year,,Supply,beginning_stocks_other,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",8,2021,marketing year,,Supply,beginning_stocks_total,3651,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",8,2021,marketing year,,Supply,ginnings,204,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",8,2021,marketing year,,Supply,imports,1.19,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",8,2021,marketing year,,Supply,total_supply,3856,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",8,2021,marketing year,,Disappearance,mill_use,216,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",8,2021,marketing year,,Disappearance,exports,951,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",8,2021,marketing year,,Disappearance,total_use,1166,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",8,2021,marketing year,,Disappearance,unaccounted,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",8,2021,marketing year,,Disappearance,ending_stocks,2689,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",9,2021,marketing year,,Supply,beginning_stocks_at_mills,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",9,2021,marketing year,,Supply,beginning_stocks_in_public_storage,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",9,2021,marketing year,,Supply,beginning_stocks_other,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",9,2021,marketing year,,Supply,beginning_stocks_total,2689,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",9,2021,marketing year,,Supply,ginnings,553,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",9,2021,marketing year,,Supply,imports,0,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",9,2021,marketing year,,Supply,total_supply,3242,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",9,2021,marketing year,,Disappearance,mill_use,204,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",9,2021,marketing year,,Disappearance,exports,794,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",9,2021,marketing year,,Disappearance,total_use,998,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",9,2021,marketing year,,Disappearance,unaccounted,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",9,2021,marketing year,,Disappearance,ending_stocks,2244,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",10,2021,marketing year,,Supply,beginning_stocks_at_mills,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",10,2021,marketing year,,Supply,beginning_stocks_in_public_storage,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",10,2021,marketing year,,Supply,beginning_stocks_other,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",10,2021,marketing year,,Supply,beginning_stocks_total,2244,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",10,2021,marketing year,,Supply,ginnings,2865,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",10,2021,marketing year,,Supply,imports,1.04,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",10,2021,marketing year,,Supply,total_supply,5110,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",10,2021,marketing year,,Disappearance,mill_use,220,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",10,2021,marketing year,,Disappearance,exports,499,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",10,2021,marketing year,,Disappearance,total_use,719,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",10,2021,marketing year,,Disappearance,unaccounted,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",10,2021,marketing year,,Disappearance,ending_stocks,4391,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",11,2021,marketing year,,Supply,beginning_stocks_at_mills,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",11,2021,marketing year,,Supply,beginning_stocks_in_public_storage,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",11,2021,marketing year,,Supply,beginning_stocks_other,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",11,2021,marketing year,,Supply,beginning_stocks_total,4391,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",11,2021,marketing year,,Supply,ginnings,6400,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",11,2021,marketing year,,Supply,imports,0,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",11,2021,marketing year,,Supply,total_supply,10791,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",11,2021,marketing year,,Disappearance,mill_use,207,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",11,2021,marketing year,,Disappearance,exports,416,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",11,2021,marketing year,,Disappearance,total_use,623,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",11,2021,marketing year,,Disappearance,unaccounted,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",11,2021,marketing year,,Disappearance,ending_stocks,10168,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",12,2021,marketing year,,Supply,beginning_stocks_at_mills,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",12,2021,marketing year,,Supply,beginning_stocks_in_public_storage,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",12,2021,marketing year,,Supply,beginning_stocks_other,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",12,2021,marketing year,,Supply,beginning_stocks_total,10168,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",12,2021,marketing year,,Supply,ginnings,4935,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",12,2021,marketing year,,Supply,imports,0.26,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",12,2021,marketing year,,Supply,total_supply,15103,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",12,2021,marketing year,,Disappearance,mill_use,196,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",12,2021,marketing year,,Disappearance,exports,634,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",12,2021,marketing year,,Disappearance,total_use,830,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",12,2021,marketing year,,Disappearance,unaccounted,NA,"1,000 480-pound bales"
