Week,None,D0-D4,D1-D4,D2-D4,D3-D4,D4
2000-11-28,32,68,41,21,0,0
2000-11-21,23,78,57,37,14,0
2000-11-14,21,79,66,46,22,0
2000-11-07,22,79,65,46,24,0
2000-10-31,17,84,80,68,50,11
2000-10-24,18,83,80,64,51,7
2000-10-17,17,84,80,64,47,1
2000-10-10,16,85,78,67,43,0
2000-10-03,16,85,78,72,30,1
2000-09-26,16,84,77,72,30,1
2000-09-19,16,84,78,75,31,1
2000-09-12,15,85,80,75,31,1
2000-09-05,15,85,79,53,30,2
2000-08-29,16,84,61,40,24,2
2000-08-22,34,66,54,36,9,2
2000-08-15,32,68,54,30,7,2
2000-08-08,32,68,51,20,7,2
2000-08-01,32,68,51,21,10,2
2000-07-25,32,69,50,19,10,2
2000-07-18,31,69,40,14,12,4
2000-07-11,43,57,18,13,11,6
2000-07-04,61,40,17,12,10,4
2000-06-27,57,43,22,13,11,9
2000-06-20,65,35,22,14,13,9
2000-06-13,66,35,22,14,13,9
2000-06-06,70,30,21,14,10,0
2000-05-30,55,45,28,18,11,0
2000-05-23,40,60,27,15,9,0
2000-05-16,45,55,31,15,9,0
2000-05-09,46,54,30,13,1,0
2000-05-02,43,58,33,12,1,0
2000-04-25,43,57,30,13,1,0
2000-04-18,41,59,31,13,0,0
2000-04-11,46,55,28,13,0,0
2000-04-04,21,80,32,13,0,0
2000-03-28,22,78,49,15,0,0
2000-03-21,21,80,65,40,0,0
2000-03-14,21,80,69,42,0,0
2000-03-07,20,81,71,43,0,0
2000-02-29,20,81,71,35,0,0
2000-02-22,15,85,68,32,0,0
2000-02-15,11,90,71,36,0,0
2000-02-08,11,90,57,36,0,0
2000-02-01,8,93,53,29,0,0
2000-01-25,8,93,54,28,0,0
2000-01-18,6,94,60,31,0,0
2000-01-11,7,94,60,30,0,0
2000-01-04,7,93,49,22,0,0
